,Cell,MSE,Passed,MAPE
4203,AVENU14L,9.62,0.010040,9.06
414,AVENU17L,27.87,0.008050,8.93
2719,AVENU27L,25.87,0.030118,8.85
1202,AYANA12L,69.02,0.008021,11.12
1875,AYANA17L,71.41,0.008049,10.05
1279,AYANA22L,136.68,0.010035,12.64
4788,AYANA27L,85.48,0.000000,10.12
779,AYANA32L,69.91,0.010162,7.91
2106,AYANA37L,99.17,0.010098,9.95
4100,AYYOK12L,75.45,0.010027,9.43
3801,AYYOK13L,120.81,0.002013,10.04
2905,AYYOK16L,313.00,0.018156,14.29
2030,AYYOK17L,93.57,0.010027,9.58
4711,AYYOK22L,111.57,0.002049,10.20
4353,AYYOK23L,159.46,0.010071,10.74
2083,AYYOK26L,254.66,0.022125,33.75
1619,AYYOK27L,93.35,0.010033,8.64
41,B178711L,49.56,0.002045,7.91
1999,B178712L,49.12,0.010073,9.04
3357,B178713L,76.16,0.010042,10.67
1034,B178714L,196.80,0.040279,14.04
3496,B178717L,101.72,0.010102,9.29
575,B178721L,18.18,0.010029,5.41
3222,B178722L,69.55,0.010068,11.23
4431,B178723L,98.33,0.010033,9.36
3809,B178727L,96.03,0.002047,7.87
4078,B178732L,45.15,0.010103,9.84
2637,B178733L,60.89,0.012117,8.99
513,B178737L,109.31,0.038129,11.49
1977,BAG0112L,50.51,0.000000,7.91
3341,BAG0122L,44.91,0.008027,10.45
4359,BAGYL11L,49.07,0.010101,9.68
1394,BAGYL12L,161.22,0.003995,12.18
2484,BAGYL13L,129.25,0.008024,10.48
5194,BAGYL17L,80.02,0.000000,11.13
3593,BAGYL21L,105.30,0.010300,11.73
3840,BAGYL22L,85.78,0.040362,8.80
66,BAGYL23L,77.07,0.010058,10.64
3537,BAGYL27L,23.16,0.000000,7.25
2056,BAHGU11L,25.23,0.018058,8.12
2817,BAHGU21L,7.88,0.010028,5.06
2835,BAHGU31L,5.92,0.010097,4.02
879,BAHGU37L,55.88,0.008035,8.17
395,BAKAA17L,7.12,0.032206,7.58
296,BAKAA27L,10.30,0.000000,8.52
2447,BAKAA37L,0.88,0.010038,8.97
4536,BAKTP11L,66.58,0.010038,10.90
3130,BAKTP12L,90.47,0.008025,10.65
2814,BAKTP13L,89.54,0.010043,10.08
116,BAKTP17L,42.97,0.010039,8.81
2405,BAKTP21L,44.57,0.010099,8.84
1242,BAKTP22L,62.51,0.010036,8.77
2772,BAKTP23L,68.31,0.010035,9.44
4894,BAKTP24L,38.14,0.008043,8.25
4343,BAKTP27L,69.54,0.010038,9.32
2011,BAKTP31L,44.98,0.010032,5.52
4700,BAKTP32L,50.09,0.002013,9.00
2311,BAKTP33L,136.76,0.008015,9.48
2873,BAKTP37L,14.35,0.010028,8.02
1381,BATIR12L,209.57,0.006139,10.64
4484,BATIR13L,231.09,0.002045,11.65
2964,BATIR17L,92.72,0.002017,9.61
3753,BATIR22L,62.36,0.000000,8.34
4609,BATIR23L,163.46,0.008048,10.27
4673,BATIR27L,51.80,0.000000,9.57
692,BATIR32L,64.11,0.010101,8.74
1077,BATIR33L,77.01,0.010028,9.04
4443,BATIR37L,65.30,0.010028,8.94
1883,BAYGI11L,2.51,0.010053,4.17
3757,BAYGI12L,22.40,0.008016,7.62
1256,BAYGI13L,13.91,0.012139,8.31
2054,BAYGI14L,13.98,0.008045,7.39
755,BAYGI17L,61.60,0.000000,10.24
1000,BAYGI21L,5.15,0.020102,2.90
610,BAYGI27L,23.78,0.000000,7.20
3071,BAYGI31L,3.63,0.010040,6.13
2854,BAYGI32L,14.38,0.010028,7.03
1606,BAYGI33L,32.82,0.010092,8.42
3478,BAYGI34L,45.30,0.000000,8.56
